"350010 Adamantina";34747;34747
"350020 Adolfo";3672;3672
"350030 Aguaí";32723;32723
"350040 Águas da Prata";7763;7763
"350050 Águas de Lindóia";17663;17663
"350055 Águas de Santa Bárbara";5729;5729
"350060 Águas de São Pedro";2711;2711
"350070 Agudos";35339;35339
"350075 Alambari";4915;4915
"350080 Alfredo Marcondes";3986;3986
"350090 Altair";3900;3900
"350100 Altinópolis";16047;16047
"350110 Alto Alegre";4235;4235
"350115 Alumínio";17184;17184
"350120 Álvares Florence";4047;4047
"350130 Álvares Machado";24116;24116
"350140 Álvaro de Carvalho";4736;4736
"350150 Alvinlândia";3072;3072
"350160 Americana";214214;214214
"350170 Américo Brasiliense";34920;34920
"350180 Américo de Campos";5861;5861
"350190 Amparo";67246;67246
"350200 Analândia";4353;4353
"350210 Andradina";56917;56917
"350220 Angatuba";22591;22591
"350230 Anhembi";5716;5716
"350240 Anhumas";3817;3817
"350250 Aparecida";36009;36009
"350260 Aparecida d'Oeste";4622;4622
"350270 Apiaí";26096;26096
"350275 Araçariguama";17043;17043
"350280 Araçatuba";185722;185722
"350290 Araçoiaba da Serra";27418;27418
"350300 Aramina";5266;5266
"350310 Arandu";6295;6295
"350315 Arapeí";2576;2576
"350320 Araraquara";212346;212346
"350330 Araras";120966;120966
"350335 Arco-Íris";2002;2002
"350340 Arealva";8014;8014
"350350 Areias";3795;3795
"350360 Areiópolis";10859;10859
"350370 Ariranha";8698;8698
"350380 Artur Nogueira";44464;44464
"350390 Arujá";75662;75662
"350395 Aspásia";1866;1866
"350400 Assis";97186;97186
"350410 Atibaia";128891;128891
"350420 Auriflama";14550;14550
"350430 Avaí";5070;5070
"350440 Avanhandava";11415;11415
"350450 Avaré";84751;84751
"350460 Bady Bassitt";14751;14751
"350470 Balbinos";3595;3595
"350480 Bálsamo";8322;8322
"350490 Bananal";10472;10472
"350500 Barão de Antonina";3177;3177
"350510 Barbosa";6716;6716
"350520 Bariri";32205;32205
"350530 Barra Bonita";36286;36286
"350535 Barra do Chapéu";5360;5360
"350540 Barra do Turvo";7986;7986
"350550 Barretos";114607;114607
"350560 Barrinha";28936;28936
"350570 Barueri";244798;244798
"350580 Bastos";21049;21049
"350590 Batatais";57628;57628
"350600 Bauru";351379;351379
"350610 Bebedouro";77183;77183
"350620 Bento de Abreu";2726;2726
"350630 Bernardino de Campos";11082;11082
"350635 Bertioga";47446;47446
"350640 Bilac";7166;7166
"350650 Birigui";110578;110578
"350660 Biritiba-Mirim";29050;29050
"350670 Boa Esperança do Sul";13943;13943
"350680 Bocaina";11046;11046
"350690 Bofete";9693;9693
"350700 Boituva";48462;48462
"350710 Bom Jesus dos Perdões";19705;19705
"350715 Bom Sucesso de Itararé";3644;3644
"350720 Borá";827;827
"350730 Boracéia";4344;4344
"350740 Borborema";14829;14829
"350745 Borebi";2327;2327
"350750 Botucatu";129305;129305
"350760 Bragança Paulista";149040;149040
"350770 Braúna";5109;5109
"350775 Brejo Alegre";2623;2623
"350780 Brodowski";21361;21361
"350790 Brotas";21962;21962
"350800 Buri";19016;19016
"350810 Buritama";15724;15724
"350820 Buritizal";4136;4136
"350830 Cabrália Paulista";4518;4518
"350840 Cabreúva";42045;42045
"350850 Caçapava";86429;86429
"350860 Cachoeira Paulista";30702;30702
"350870 Caconde";19059;19059
"350880 Cafelândia";17014;17014
"350890 Caiabu";4190;4190
"350900 Caieiras";87659;87659
"350910 Caiuá";5109;5109
"350920 Cajamar";64772;64772
"350925 Cajati";29268;29268
"350930 Cajobi";9997;9997
"350940 Cajuru";23814;23814
"350945 Campina do Monte Alegre";5696;5696
"350950 Campinas";1101408;1101408
"350960 Campo Limpo Paulista";75288;75288
"350970 Campos do Jordão";48853;48853
"350980 Campos Novos Paulista";4638;4638
"350990 Cananéia";12586;12586
"350995 Canas";4443;4443
"351000 Cândido Mota";30693;30693
"351010 Cândido Rodrigues";2740;2740
"351015 Canitar";4416;4416
"351020 Capão Bonito";47561;47561
"351030 Capela do Alto";17744;17744
"351040 Capivari";49344;49344
"351050 Caraguatatuba";101792;101792
"351060 Carapicuíba";378025;378025
"351070 Cardoso";12128;12128
"351080 Casa Branca";28990;28990
"351090 Cássia dos Coqueiros";2731;2731
"351100 Castilho";18249;18249
"351110 Catanduva";115455;115455
"351120 Catiguá";7282;7282
"351130 Cedral";8089;8089
"351140 Cerqueira César";17825;17825
"351150 Cerquilho";39857;39857
"351160 Cesário Lange";15751;15751
"351170 Charqueada";15338;15338
"355720 Chavantes";12471;12471
"351190 Clementina";7121;7121
"351200 Colina";17810;17810
"351210 Colômbia";6164;6164
"351220 Conchal";25730;25730
"351230 Conchas";16634;16634
"351240 Cordeirópolis";21377;21377
"351250 Coroados";5315;5315
"351260 Coronel Macedo";5198;5198
"351270 Corumbataí";3979;3979
"351280 Cosmópolis";59232;59232
"351290 Cosmorama";7437;7437
"351300 Cotia";202292;202292
"351310 Cravinhos";32313;32313
"351320 Cristais Paulista";7717;7717
"351330 Cruzália";2369;2369
"351340 Cruzeiro";78947;78947
"351350 Cubatão";121218;121218
"351360 Cunha";22607;22607
"351370 Descalvado";31762;31762
"351380 Diadema";394345;394345
"351385 Dirce Reis";1732;1732
"351390 Divinolândia";11604;11604
"351400 Dobrada";8085;8085
"351410 Dois Córregos";25276;25276
"351420 Dolcinópolis";2161;2161
"351430 Dourado";8857;8857
"351440 Dracena";44261;44261
"351450 Duartina";12625;12625
"351460 Dumont";8214;8214
"351470 Echaporã";6546;6546
"351480 Eldorado";15018;15018
"351490 Elias Fausto";16062;16062
"351492 Elisiário";3162;3162
"351495 Embaúba";2498;2498
"351500 Embu das Artes";244256;244256
"351510 Embu-Guaçu";64059;64059
"351512 Emilianópolis";3096;3096
"351515 Engenheiro Coelho";15667;15667
"351518 Espírito Santo do Pinhal";42990;42990
"351519 Espírito Santo do Turvo";4316;4316
"355730 Estiva Gerbi";10228;10228
"351520 Estrela d'Oeste";8450;8450
"351530 Estrela do Norte";2732;2732
"351535 Euclides da Cunha Paulista";9918;9918
"351540 Fartura";15735;15735
"351560 Fernando Prestes";5685;5685
"351550 Fernandópolis";66292;66292
"351565 Fernão";1596;1596
"351570 Ferraz de Vasconcelos";170848;170848
"351580 Flora Rica";1841;1841
"351590 Floreal";3109;3109
"351600 Flórida Paulista";13063;13063
"351610 Florínia";2937;2937
"351620 Franca";325080;325080
"351630 Francisco Morato";157079;157079
"351640 Franco da Rocha";133304;133304
"351650 Gabriel Monteiro";2787;2787
"351660 Gália";7289;7289
"351670 Garça";44364;44364
"351680 Gastão Vidigal";4259;4259
"351685 Gavião Peixoto";4520;4520
"351690 General Salgado";10991;10991
"351700 Getulina";11040;11040
"351710 Glicério";4684;4684
"351720 Guaiçara";10848;10848
"351730 Guaimbê";5562;5562
"351740 Guaíra";38235;38235
"351750 Guapiaçu";18046;18046
"351760 Guapiara";18673;18673
"351770 Guará";20347;20347
"351780 Guaraçaí";8719;8719
"351790 Guaraci";10163;10163
"351800 Guarani d'Oeste";2030;2030
"351810 Guarantã";6582;6582
"351820 Guararapes";31324;31324
"351830 Guararema";26238;26238
"351840 Guaratinguetá";114607;114607
"351850 Guareí";14595;14595
"351860 Guariba";36117;36117
"351870 Guarujá";296830;296830
"351880 Guarulhos";1243923;1243923
"351885 Guatapará";7114;7114
"351890 Guzolândia";4850;4850
"351900 Herculândia";8884;8884
"351905 Holambra";11259;11259
"351907 Hortolândia";194664;194664
"351910 Iacanga";10147;10147
"351920 Iacri";6637;6637
"351925 Iaras";6263;6263
"351930 Ibaté";31240;31240
"351940 Ibirá";11081;11081
"351950 Ibirarema";6828;6828
"351960 Ibitinga";54109;54109
"351970 Ibiúna";72663;72663
"351980 Icém";7615;7615
"351990 Iepê";7815;7815
"352000 Igaraçu do Tietê";23970;23970
"352010 Igarapava";28579;28579
"352020 Igaratá";9038;9038
"352030 Iguape";29548;29548
"352042 Ilha Comprida";9078;9078
"352044 Ilha Solteira";25693;25693
"352040 Ilhabela";28352;28352
"352050 Indaiatuba";202560;202560
"352060 Indiana";4974;4974
"352070 Indiaporã";4030;4030
"352080 Inúbia Paulista";3707;3707
"352090 Ipaussu";13958;13958
"352100 Iperó";28230;28230
"352110 Ipeúna";6040;6040
"352115 Ipiguá";4503;4503
"352120 Iporanga";4447;4447
"352130 Ipuã";14353;14353
"352140 Iracemápolis";20207;20207
"352150 Irapuã";7430;7430
"352160 Irapuru";7984;7984
"352170 Itaberá";18468;18468
"352180 Itaí";24435;24435
"352190 Itajobi";14947;14947
"352200 Itaju";3285;3285
"352210 Itanhaém";88224;88224
"352215 Itaóca";3321;3321
"352220 Itapecerica da Serra";154971;154971
"352230 Itapetininga";146864;146864
"352240 Itapeva";89851;89851
"352250 Itapevi";203138;203138
"352260 Itapira";70055;70055
"352265 Itapirapuã Paulista";3965;3965
"352270 Itápolis";41003;41003
"352280 Itaporanga";14952;14952
"352290 Itapuí";12363;12363
"352300 Itapura";4436;4436
"352310 Itaquaquecetuba";326696;326696
"352320 Itararé";49195;49195
"352330 Itariri";15752;15752
"352340 Itatiba";102588;102588
"352350 Itatinga";18341;18341
"352360 Itirapina";15732;15732
"352370 Itirapuã";6040;6040
"352380 Itobi";7757;7757
"352390 Itu";156919;156919
"352400 Itupeva";44482;44482
"352410 Ituverava";39595;39595
"352420 Jaborandi";6768;6768
"352430 Jaboticabal";73352;73352
"352440 Jacareí";215533;215533
"352450 Jaci";5683;5683
"352460 Jacupiranga";17691;17691
"352470 Jaguariúna";44274;44274
"352480 Jales";48296;48296
"352490 Jambeiro";5382;5382
"352500 Jandira";109994;109994
"352510 Jardinópolis";38129;38129
"352520 Jarinu";23927;23927
"352530 Jaú";133131;133131
"352540 Jeriquara";3262;3262
"352550 Joanópolis";11986;11986
"352560 João Ramalho";4242;4242
"352570 José Bonifácio";33347;33347
"352580 Júlio Mesquita";4534;4534
"352585 Jumirim";2825;2825
"352590 Jundiaí";376637;376637
"352600 Junqueirópolis";19113;19113
"352610 Juquiá";19916;19916
"352620 Juquitiba";29364;29364
"352630 Lagoinha";4992;4992
"352640 Laranjal Paulista";25702;25702
"352650 Lavínia";8707;8707
"352660 Lavrinhas";6729;6729
"352670 Leme";93423;93423
"352680 Lençóis Paulista";62631;62631
"352690 Limeira";281582;281582
"352700 Lindóia";6787;6787
"352710 Lins";73005;73005
"352720 Lorena";84514;84514
"352725 Lourdes";2179;2179
"352730 Louveira";37014;37014
"352740 Lucélia";20316;20316
"352750 Lucianópolis";2306;2306
"352760 Luís Antônio";11243;11243
"352770 Luiziânia";5107;5107
"352780 Lupércio";4468;4468
"352790 Lutécia";2809;2809
"352800 Macatuba";16684;16684
"352810 Macaubal";7859;7859
"352820 Macedônia";3779;3779
"352830 Magda";3312;3312
"352840 Mairinque";44181;44181
"352850 Mairiporã";81429;81429
"352860 Manduri";9187;9187
"352870 Marabá Paulista";4852;4852
"352880 Maracaí";13688;13688
"352885 Marapoama";2674;2674
"352890 Mariápolis";4023;4023
"352900 Marília";221277;221277
"352910 Marinópolis";2182;2182
"352920 Martinópolis";24751;24751
"352930 Matão";78554;78554
"352940 Mauá";424310;424310
"352950 Mendonça";4695;4695
"352960 Meridiano";3981;3981
"352965 Mesópolis";1944;1944
"352970 Miguelópolis";20914;20914
"352980 Mineiros do Tietê";12329;12329
"353000 Mira Estrela";2882;2882
"352990 Miracatu";21347;21347
"353010 Mirandópolis";28139;28139
"353020 Mirante do Paranapanema";17476;17476
"353030 Mirassol";54857;54857
"353040 Mirassolândia";4369;4369
"353050 Mococa";68141;68141
"353060 Mogi das Cruzes";393833;393833
"353070 Mogi Guaçu";140045;140045
"353080 Mogi Mirim";88553;88553
"353090 Mombuca";3346;3346
"353100 Monções";2186;2186
"353110 Mongaguá";46629;46629
"353120 Monte Alegre do Sul";7284;7284
"353130 Monte Alto";47718;47718
"353140 Monte Aprazível";22076;22076
"353150 Monte Azul Paulista";19534;19534
"353160 Monte Castelo";4183;4183
"353180 Monte Mor";49325;49325
"353170 Monteiro Lobato";4194;4194
"353190 Morro Agudo";29627;29627
"353200 Morungaba";11942;11942
"353205 Motuca";4376;4376
"353210 Murutinga do Sul";4287;4287
"353215 Nantes";2746;2746
"353220 Narandiba";4363;4363
"353230 Natividade da Serra";6895;6895
"353240 Nazaré Paulista";16709;16709
"353250 Neves Paulista";9037;9037
"353260 Nhandeara";10987;10987
"353270 Nipoã";4308;4308
"353280 Nova Aliança";5961;5961
"353282 Nova Campina";8652;8652
"353284 Nova Canaã Paulista";2208;2208
"353286 Nova Castilho";1145;1145
"353290 Nova Europa";9390;9390
"353300 Nova Granada";19541;19541
"353310 Nova Guataporanga";2232;2232
"353320 Nova Independência";3067;3067
"353330 Nova Luzitânia";3478;3478
"353340 Nova Odessa";51902;51902
"353325 Novais";4602;4602
"353350 Novo Horizonte";37278;37278
"353360 Nuporanga";6968;6968
"353370 Ocauçu";4284;4284
"353380 Óleo";2779;2779
"353390 Olímpia";51111;51111
"353400 Onda Verde";3954;3954
"353410 Oriente";6247;6247
"353420 Orindiúva";5703;5703
"353430 Orlândia";40593;40593
"353440 Osasco";684736;684736
"353450 Oscar Bressane";2611;2611
"353460 Osvaldo Cruz";31696;31696
"353470 Ourinhos";105192;105192
"353480 Ouro Verde";7967;7967
"353475 Ouroeste";8458;8458
"353490 Pacaembu";13544;13544
"353500 Palestina";11196;11196
"353510 Palmares Paulista";11026;11026
"353520 Palmeira d'Oeste";9927;9927
"353530 Palmital";21755;21755
"353540 Panorama";14921;14921
"353550 Paraguaçu Paulista";43262;43262
"353560 Paraibuna";17856;17856
"353570 Paraíso";6026;6026
"353580 Paranapanema";18116;18116
"353590 Paranapuã";3909;3909
"353600 Parapuã";11181;11181
"353610 Pardinho";5668;5668
"353620 Pariquera-Açu";18907;18907
"353625 Parisi";2083;2083
"353630 Patrocínio Paulista";13234;13234
"353640 Paulicéia";6429;6429
"353650 Paulínia";81761;81761
"353657 Paulistânia";1831;1831
"353660 Paulo de Faria";8827;8827
"353670 Pederneiras";42258;42258
"353680 Pedra Bela";5932;5932
"353690 Pedranópolis";2648;2648
"353700 Pedregulho";16091;16091
"353710 Pedreira";42191;42191
"353715 Pedrinhas Paulista";3018;3018
"353720 Pedro de Toledo";10408;10408
"353730 Penápolis";59853;59853
"353740 Pereira Barreto";25689;25689
"353750 Pereiras";7559;7559
"353760 Peruíbe";60755;60755
"353770 Piacatu";5381;5381
"353780 Piedade";53469;53469
"353790 Pilar do Sul";26949;26949
"353800 Pindamonhangaba";149365;149365
"353810 Pindorama";15301;15301
"353820 Pinhalzinho";13294;13294
"353830 Piquerobi";3634;3634
"353850 Piquete";14613;14613
"353860 Piracaia";25683;25683
"353870 Piracicaba";371934;371934
"353880 Piraju";29246;29246
"353890 Pirajuí";23127;23127
"353900 Pirangi";10877;10877
"353910 Pirapora do Bom Jesus";15889;15889
"353920 Pirapozinho";25176;25176
"353930 Pirassununga";71639;71639
"353940 Piratininga";12287;12287
"353950 Pitangueiras";35956;35956
"353960 Planalto";4521;4521
"353970 Platina";3255;3255
"353980 Poá";108162;108162
"353990 Poloni";5495;5495
"354000 Pompéia";20380;20380
"354010 Pongaí";3600;3600
"354020 Pontal";40461;40461
"354025 Pontalinda";4144;4144
"354030 Pontes Gestal";2593;2593
"354040 Populina";4365;4365
"354050 Porangaba";8417;8417
"354060 Porto Feliz";50003;50003
"354070 Porto Ferreira";52530;52530
"354075 Potim";19439;19439
"354080 Potirendaba";15734;15734
"354085 Pracinha";2813;2813
"354090 Pradópolis";17480;17480
"354100 Praia Grande";263494;263494
"354105 Pratânia";4673;4673
"354110 Presidente Alves";4259;4259
"354120 Presidente Bernardes";14060;14060
"354130 Presidente Epitácio";42331;42331
"354140 Presidente Prudente";211959;211959
"354150 Presidente Venceslau";38955;38955
"354160 Promissão";36296;36296
"354165 Quadra";3277;3277
"354170 Quatá";13067;13067
"354180 Queiroz";2832;2832
"354190 Queluz";11439;11439
"354200 Quintana";6127;6127
"354210 Rafard";8839;8839
"354220 Rancharia";29633;29633
"354230 Redenção da Serra";4001;4001
"354240 Regente Feijó";18895;18895
"354250 Reginópolis";7303;7303
"354260 Registro";55783;55783
"354270 Restinga";6687;6687
"354280 Ribeira";3469;3469
"354290 Ribeirão Bonito";12406;12406
"354300 Ribeirão Branco";19062;19062
"354310 Ribeirão Corrente";4362;4362
"354320 Ribeirão do Sul";4579;4579
"354323 Ribeirão dos Índios";2253;2253
"354325 Ribeirão Grande";7633;7633
"354330 Ribeirão Pires";115568;115568
"354340 Ribeirão Preto";613223;613223
"354360 Rifaina";3525;3525
"354370 Rincão";10707;10707
"354380 Rinópolis";10251;10251
"354390 Rio Claro";190020;190020
"354400 Rio das Pedras";29815;29815
"354410 Rio Grande da Serra";44628;44628
"354420 Riolândia";10700;10700
"354350 Riversul";6433;6433
"354425 Rosana";20666;20666
"354430 Roseira";9785;9785
"354440 Rubiácea";2773;2773
"354450 Rubinéia";2923;2923
"354460 Sabino";5344;5344
"354470 Sagres";2468;2468
"354480 Sales";5529;5529
"354490 Sales Oliveira";10762;10762
"354500 Salesópolis";15972;15972
"354510 Salmourão";4920;4920
"354515 Saltinho";7150;7150
"354520 Salto";107458;107458
"354530 Salto de Pirapora";40839;40839
"354540 Salto Grande";9010;9010
"354550 Sandovalina";3751;3751
"354560 Santa Adélia";14668;14668
"354570 Santa Albertina";5876;5876
"354580 Santa Bárbara d'Oeste";184321;184321
"354600 Santa Branca";14093;14093
"354610 Santa Clara d'Oeste";2148;2148
"354620 Santa Cruz da Conceição";4076;4076
"354625 Santa Cruz da Esperança";1995;1995
"354630 Santa Cruz das Palmeiras";30405;30405
"354640 Santa Cruz do Rio Pardo";44921;44921
"354650 Santa Ernestina";5744;5744
"354660 Santa Fé do Sul";29840;29840
"354670 Santa Gertrudes";21746;21746
"354680 Santa Isabel";51310;51310
"354690 Santa Lúcia";8451;8451
"354700 Santa Maria da Serra";5504;5504
"354710 Santa Mercedes";2910;2910
"354740 Santa Rita d'Oeste";2630;2630
"354750 Santa Rita do Passa Quatro";27213;27213
"354760 Santa Rosa de Viterbo";24334;24334
"354765 Santa Salete";1483;1483
"354720 Santana da Ponte Pensa";1711;1711
"354730 Santana de Parnaíba";108915;108915
"354770 Santo Anastácio";21091;21091
"354780 Santo André";693525;693525
"354790 Santo Antônio da Alegria";6438;6438
"354800 Santo Antônio de Posse";21021;21021
"354805 Santo Antônio do Aracanguá";7784;7784
"354810 Santo Antônio do Jardim";6133;6133
"354820 Santo Antônio do Pinhal";6659;6659
"354830 Santo Expedito";2859;2859
"354840 Santópolis do Aguapeí";4359;4359
"354850 Santos";431390;431390
"354860 São Bento do Sapucaí";10761;10761
"354870 São Bernardo do Campo";781993;781993
"354880 São Caetano do Sul";152761;152761
"354890 São Carlos";225771;225771
"354900 São Francisco";2880;2880
"354910 São João da Boa Vista";85496;85496
"354920 São João das Duas Pontes";2648;2648
"354925 São João de Iracema";1822;1822
"354930 São João do Pau d'Alho";2170;2170
"354940 São Joaquim da Barra";47415;47415
"354950 São José da Bela Vista";8619;8619
"354960 São José do Barreiro";4201;4201
"354970 São José do Rio Pardo";53236;53236
"354980 São José do Rio Preto";415601;415601
"354990 São José dos Campos";640010;640010
"354995 São Lourenço da Serra";14218;14218
"355000 São Luís do Paraitinga";10701;10701
"355010 São Manuel";39289;39289
"355020 São Miguel Arcanjo";32300;32300
"355030 São Paulo";11505611;11505611
"355040 São Pedro";32240;32240
"355050 São Pedro do Turvo";7379;7379
"355060 São Roque";80008;80008
"355070 São Sebastião";74655;74655
"355080 São Sebastião da Grama";12480;12480
"355090 São Simão";14701;14701
"355100 São Vicente";339464;339464
"355110 Sarapuí";9179;9179
"355120 Sarutaiá";3737;3737
"355130 Sebastianópolis do Sul";3075;3075
"355140 Serra Azul";11240;11240
"355160 Serra Negra";26922;26922
"355150 Serrana";39440;39440
"355170 Sertãozinho";111875;111875
"355180 Sete Barras";13444;13444
"355190 Severínia";15779;15779
"355200 Silveiras";5922;5922
"355210 Socorro";37390;37390
"355220 Sorocaba";595236;595236
"355230 Sud Mennucci";7644;7644
"355240 Sumaré";244292;244292
"355255 Suzanápolis";3427;3427
"355250 Suzano";267039;267039
"355260 Tabapuã";11613;11613
"355270 Tabatinga";14959;14959
"355280 Taboão da Serra";247397;247397
"355290 Taciba";5835;5835
"355300 Taguaí";10840;10840
"355310 Taiaçu";6040;6040
"355320 Taiúva";5610;5610
"355330 Tambaú";23040;23040
"355340 Tanabi";24619;24619
"355350 Tapiraí";8294;8294
"355360 Tapiratiba";13123;13123
"355365 Taquaral";2804;2804
"355370 Taquaritinga";55376;55376
"355380 Taquarituba";22908;22908
"355385 Taquarivaí";5239;5239
"355390 Tarabai";6724;6724
"355395 Tarumã";13065;13065
"355400 Tatuí";109183;109183
"355410 Taubaté";283647;283647
"355420 Tejupá";4995;4995
"355430 Teodoro Sampaio";21880;21880
"355440 Terra Roxa";8683;8683
"355450 Tietê";37440;37440
"355460 Timburi";2731;2731
"355465 Torre de Pedra";2309;2309
"355470 Torrinha";9556;9556
"355475 Trabiju";1574;1574
"355480 Tremembé";41616;41616
"355490 Três Fronteiras";5560;5560
"355495 Tuiuti";6014;6014
"355500 Tupã";65297;65297
"355510 Tupi Paulista";14593;14593
"355520 Turiúba";1982;1982
"355530 Turmalina";2070;2070
"355535 Ubarana";5346;5346
"355540 Ubatuba";80009;80009
"355550 Ubirajara";4530;4530
"355560 Uchoa";9706;9706
"355570 União Paulista";1623;1623
"355580 Urânia";9090;9090
"355590 Uru";1301;1301
"355600 Urupês";13002;13002
"355610 Valentim Gentil";11138;11138
"355620 Valinhos";107746;107746
"355630 Valparaíso";22870;22870
"355635 Vargem";8892;8892
"355640 Vargem Grande do Sul";40135;40135
"355645 Vargem Grande Paulista";43316;43316
"355650 Várzea Paulista";108904;108904
"355660 Vera Cruz";11109;11109
"355670 Vinhedo";63982;63982
"355680 Viradouro";17677;17677
"355690 Vista Alegre do Alto";6894;6894
"355695 Vitória Brasil";1782;1782
"355700 Votorantim";110799;110799
"355710 Votuporanga";86328;86328
"355715 Zacarias";2367;2367
